2680,0.0,2026-03-09 20:53:53.147038
2696,0.0,2026-03-09 20:53:53.151581
2724,0.0,2026-03-09 20:53:53.152098
2784,0.0,2026-03-09 20:53:53.161356
2864,0.0,2026-03-09 20:53:53.171278
3096,0.0,2026-03-09 20:53:53.183087
2960,0.0,2026-03-09 20:53:53.183487
3288,0.0,2026-03-09 20:53:53.208347
3156,0.0,2026-03-09 20:53:53.209985
3352,0.0,2026-03-09 20:53:53.214840
3336,0.0,2026-03-09 20:53:53.214960
3376,0.0,2026-03-09 20:53:53.215188
3472,0.0,2026-03-09 20:53:53.215315
3584,0.0,2026-03-09 20:53:53.215673
3628,0.0,2026-03-09 20:53:53.224322
3664,0.0,2026-03-09 20:53:53.229001
3704,0.0,2026-03-09 20:53:53.234058
3760,0.0,2026-03-09 20:53:53.244606
3800,0.0,2026-03-09 20:53:53.250427
3868,0.0,2026-03-09 20:53:53.283207
3860,0.0,2026-03-09 20:53:53.283679
3908,0.0,2026-03-09 20:53:53.313507
3928,0.0,2026-03-09 20:53:53.324041
3936,0.0,2026-03-09 20:53:53.345772
3952,0.0,2026-03-09 20:53:53.353800
3960,0.0,2026-03-09 20:53:53.367446
4000,0.0,2026-03-09 20:53:53.385356
4016,0.0,2026-03-09 20:53:53.394786
4032,0.0,2026-03-09 20:53:53.404459
4068,0.0,2026-03-09 20:53:53.425823
4128,0.0,2026-03-09 20:53:53.425979
4144,0.0,2026-03-09 20:53:53.426046
4256,0.0,2026-03-09 20:53:53.435413
4264,0.0,2026-03-09 20:53:53.439749
4320,0.0,2026-03-09 20:53:53.452624
4404,14.8,2026-03-09 20:53:53.456978
4492,0.0,2026-03-09 20:53:53.466613
4540,0.0,2026-03-09 20:53:53.485471
4532,0.0,2026-03-09 20:53:53.485629
4552,0.0,2026-03-09 20:53:53.489360
4588,0.0,2026-03-09 20:53:53.498941
4636,0.0,2026-03-09 20:53:53.504128
4668,0.0,2026-03-09 20:53:53.538194
4688,0.0,2026-03-09 20:53:53.543987
4740,0.0,2026-03-09 20:53:53.561823
4752,0.0,2026-03-09 20:53:53.565970
4800,0.0,2026-03-09 20:53:53.574992
4824,0.0,2026-03-09 20:53:53.580672
4860,0.0,2026-03-09 20:53:53.600946
4888,0.0,2026-03-09 20:53:53.606306
4900,0.0,2026-03-09 20:53:53.616823
4920,0.0,2026-03-09 20:53:53.620600
4932,0.0,2026-03-09 20:53:53.625610
4972,0.0,2026-03-09 20:53:53.625956
4996,0.0,2026-03-09 20:53:53.636210
5136,0.0,2026-03-09 20:53:53.640716
5156,0.0,2026-03-09 20:53:53.652073
5220,0.0,2026-03-09 20:53:53.652227
5224,0.0,2026-03-09 20:53:53.661935
5196,0.0,2026-03-09 20:53:53.662197
5444,0.0,2026-03-09 20:53:53.701108
5460,0.0,2026-03-09 20:53:53.725638
5520,0.0,2026-03-09 20:53:53.725866
5388,0.0,2026-03-09 20:53:53.725938
5396,0.0,2026-03-09 20:53:53.725983
5592,0.0,2026-03-09 20:53:53.726043
5612,0.0,2026-03-09 20:53:53.727059
5656,0.0,2026-03-09 20:53:53.736077
5748,0.0,2026-03-09 20:53:53.742736
5824,0.0,2026-03-09 20:53:53.751886
6068,0.0,2026-03-09 20:53:53.764963
6240,0.0,2026-03-09 20:53:53.765060
6276,0.0,2026-03-09 20:53:53.766643
6288,0.0,2026-03-09 20:53:53.785173
6292,0.0,2026-03-09 20:53:53.836468
6360,0.0,2026-03-09 20:53:53.850192
6680,0.0,2026-03-09 20:53:53.850344
6668,0.0,2026-03-09 20:53:53.850689
6692,0.0,2026-03-09 20:53:53.865348
6732,0.0,2026-03-09 20:53:53.870508
6944,0.0,2026-03-09 20:53:53.870608
7068,0.0,2026-03-09 20:53:53.871216
7060,0.0,2026-03-09 20:53:53.871451
7112,0.0,2026-03-09 20:53:53.871657
7208,0.0,2026-03-09 20:53:53.873002
7300,0.0,2026-03-09 20:53:53.883139
7448,0.0,2026-03-09 20:53:53.893586
7524,0.0,2026-03-09 20:53:53.904166
7672,0.0,2026-03-09 20:53:53.908302
7720,0.0,2026-03-09 20:53:53.914067
7764,0.0,2026-03-09 20:53:53.914647
7948,0.0,2026-03-09 20:53:53.923823
7956,0.0,2026-03-09 20:53:53.930334
8064,0.0,2026-03-09 20:53:53.930523
8292,0.0,2026-03-09 20:53:53.931408
8148,0.0,2026-03-09 20:53:53.931463
8372,0.0,2026-03-09 20:53:53.937470
8468,0.0,2026-03-09 20:53:53.939419
8728,0.0,2026-03-09 20:53:53.954055
8672,0.0,2026-03-09 20:53:53.954335
8756,0.0,2026-03-09 20:53:53.954494
8820,0.0,2026-03-09 20:53:53.964863
8836,0.0,2026-03-09 20:53:53.972323
8860,0.0,2026-03-09 20:53:53.973797
8892,0.0,2026-03-09 20:53:53.975504
9124,0.0,2026-03-09 20:53:53.981360
9212,0.0,2026-03-09 20:53:53.981494
9304,0.0,2026-03-09 20:53:53.992803
9408,0.0,2026-03-09 20:53:53.994143
9508,0.0,2026-03-09 20:53:54.004293
9672,0.0,2026-03-09 20:53:54.014359
9740,0.0,2026-03-09 20:53:54.024504
9824,0.0,2026-03-09 20:53:54.029824
9996,0.0,2026-03-09 20:53:54.041366
10100,0.0,2026-03-09 20:53:54.042067
10252,0.0,2026-03-09 20:53:54.042290
10440,0.0,2026-03-09 20:53:54.042394
10648,0.0,2026-03-09 20:53:54.043664
10708,0.0,2026-03-09 20:53:54.053577
10740,0.0,2026-03-09 20:53:54.064628
10756,0.0,2026-03-09 20:53:54.065276
10864,0.0,2026-03-09 20:53:54.078101
11080,0.0,2026-03-09 20:53:54.078475
11096,0.0,2026-03-09 20:53:54.085476
11124,0.0,2026-03-09 20:53:54.091473
11148,0.0,2026-03-09 20:53:54.097839
11260,0.0,2026-03-09 20:53:54.097976
11272,0.0,2026-03-09 20:53:54.098521
11504,0.0,2026-03-09 20:53:54.100171
11600,0.0,2026-03-09 20:53:54.108622
11752,0.0,2026-03-09 20:53:54.119161
11780,0.0,2026-03-09 20:53:54.119430
11768,0.0,2026-03-09 20:53:54.119868
11808,0.0,2026-03-09 20:53:54.134224
12080,0.0,2026-03-09 20:53:54.134783
12232,0.0,2026-03-09 20:53:54.134904
12248,0.0,2026-03-09 20:53:54.136349
12892,0.0,2026-03-09 20:53:54.143381
12916,0.0,2026-03-09 20:53:54.153433
12936,0.0,2026-03-09 20:53:54.166565
12964,0.0,2026-03-09 20:53:54.167285
13004,0.0,2026-03-09 20:53:54.186265
13024,0.0,2026-03-09 20:53:54.187128
13072,0.0,2026-03-09 20:53:54.188019
13156,0.0,2026-03-09 20:53:54.206301
13512,0.0,2026-03-09 20:53:54.207800
13504,0.0,2026-03-09 20:53:54.207945
13516,0.0,2026-03-09 20:53:54.216361
14132,0.0,2026-03-09 20:53:54.217609
14292,0.0,2026-03-09 20:53:54.218217
14184,0.0,2026-03-09 20:53:54.218837
14616,0.0,2026-03-09 20:53:54.221307
14788,0.0,2026-03-09 20:53:54.223449
14824,0.0,2026-03-09 20:53:54.225563
14872,0.0,2026-03-09 20:53:54.227539
14948,0.0,2026-03-09 20:53:54.237833
14960,0.0,2026-03-09 20:53:54.238510
15064,0.0,2026-03-09 20:53:54.250713
15148,0.0,2026-03-09 20:53:54.259944
15172,0.0,2026-03-09 20:53:54.260288
15280,0.0,2026-03-09 20:53:54.275269
15472,0.0,2026-03-09 20:53:54.286170
15484,0.0,2026-03-09 20:53:54.286383
15636,0.0,2026-03-09 20:53:54.286547
15708,0.0,2026-03-09 20:53:54.288121
15732,0.0,2026-03-09 20:53:54.291913
15876,0.0,2026-03-09 20:53:54.293615
15896,0.0,2026-03-09 20:53:54.296358
15912,0.0,2026-03-09 20:53:54.318039
16272,0.0,2026-03-09 20:53:54.328035
16144,0.0,2026-03-09 20:53:54.328983
16468,0.0,2026-03-09 20:53:54.349222
16372,0.0,2026-03-09 20:53:54.350441
16616,0.0,2026-03-09 20:53:54.364101
16672,0.0,2026-03-09 20:53:54.365358
16720,0.0,2026-03-09 20:53:54.376780
16772,0.0,2026-03-09 20:53:54.390044
17020,0.0,2026-03-09 20:53:54.398974
17108,0.0,2026-03-09 20:53:54.399900
17460,0.0,2026-03-09 20:53:54.418221
18032,0.0,2026-03-09 20:53:54.419668
18020,0.0,2026-03-09 20:53:54.419856
18088,0.0,2026-03-09 20:53:54.436914
18176,0.0,2026-03-09 20:53:54.447940
18368,0.0,2026-03-09 20:53:54.453931
18404,0.0,2026-03-09 20:53:54.474771
18952,0.0,2026-03-09 20:53:54.476279
18628,0.0,2026-03-09 20:53:54.477339
18704,0.0,2026-03-09 20:53:54.477467
18504,0.0,2026-03-09 20:53:54.477564
18984,0.0,2026-03-09 20:53:54.478657
19036,0.0,2026-03-09 20:53:54.480218
19220,0.0,2026-03-09 20:53:54.481660
19268,0.0,2026-03-09 20:53:54.484870
19280,0.0,2026-03-09 20:53:54.487236
19312,0.0,2026-03-09 20:53:54.503022
19284,0.0,2026-03-09 20:53:54.511225
19396,0.0,2026-03-09 20:53:54.511926
19336,0.0,2026-03-09 20:53:54.512781
19436,0.0,2026-03-09 20:53:54.522929
19560,0.0,2026-03-09 20:53:54.526558
19912,0.0,2026-03-09 20:53:54.546759
20244,0.0,2026-03-09 20:53:54.551247
20256,0.0,2026-03-09 20:53:54.573486
20852,0.0,2026-03-09 20:53:54.613471
20352,0.0,2026-03-09 20:53:54.700242
21332,0.0,2026-03-09 20:53:54.748068
20976,0.0,2026-03-09 20:53:54.795713
21560,0.0,2026-03-09 20:53:54.811523
21524,0.0,2026-03-09 20:53:54.842687
22376,0.0,2026-03-09 20:53:54.890274
22052,0.0,2026-03-09 20:53:54.921855
21324,0.0,2026-03-09 20:53:54.969069
21724,13.6,2026-03-09 20:53:55.016887
22920,0.0,2026-03-09 20:53:55.048782
22732,0.0,2026-03-09 20:53:55.096850
22012,0.0,2026-03-09 20:53:55.144411
23420,0.0,2026-03-09 20:53:55.160360
21596,0.0,2026-03-09 20:53:55.192083
21188,0.0,2026-03-09 20:54:28.205423
14252,30.9,2026-03-09 20:54:28.209747
8656,76.7,2026-03-09 20:54:28.289599
22356,98.8,2026-03-09 20:54:28.289983
8640,87.7,2026-03-09 20:54:28.290049
15512,92.7,2026-03-09 20:54:28.290109
23584,91.5,2026-03-09 20:54:28.318918
23612,105.0,2026-03-09 20:54:28.352524
23632,45.4,2026-03-09 20:54:28.398269
23660,65.4,2026-03-09 20:54:28.611213
23860,0.0,2026-03-09 20:54:29.618774
24364,80.7,2026-03-09 20:54:58.655639
ERR: proc 24452 no longer exists
ERR: proc 24460 no longer exists
ERR: proc 24472 no longer exists
ERR: proc 24496 no longer exists
ERR: proc 23844 no longer exists
ERR: proc 20448 no longer exists
ERR: proc 23984 no longer exists
ERR: proc 24044 no longer exists
ERR: proc 20016 no longer exists
ERR: proc 19984 no longer exists
ERR: proc 24048 no longer exists
ERR: proc 5836 no longer exists
ERR: proc 22900 no longer exists
ERR: proc 24292 no longer exists
ERR: proc 9928 no longer exists
18184,131.2,2026-03-09 20:55:00.721484
ERR: proc 7796 no longer exists
ERR: proc 23636 no longer exists
ERR: proc 23292 no longer exists
ERR: proc 23644 no longer exists
ERR: proc 19388 no longer exists
ERR: proc 24448 no longer exists
ERR: proc 23200 no longer exists
ERR: proc 23012 no longer exists
ERR: proc 21336 no longer exists
ERR: proc 5776 no longer exists
ERR: proc 22312 no longer exists
ERR: proc 8440 no longer exists
ERR: proc 17952 no longer exists
ERR: proc 20912 no longer exists
ERR: proc 23492 no longer exists
